Incident_ID,Month,Day,Year,Date,School,Victims_Killed,Victims_Wounded,Number_Victims,Shooter_Killed,Source,Number_News,Media_Attention,Reliability,Quarter,City,State,School_Level,Location,Location_Type,During_Classes,Time_Period,First_Shot,Duration_min,Summary,Narrative,Situation,GV_Type,Involves_Students_Staff,Targets,Accomplice,Accomplice_Narrative,Hostages,Barricade,Officer_Involved,Bullied,Domestic_Violence,Gang_Related,Active_Shooter_FBI,Multiple_Location,Preplanned,SRO_School,Security_Screening,Screening_Outcome,Shots_Fired,School_Lockdown,LAT,LNG,Campus_Type,Zipcode
20250827MNANM,8,27,2025,2025-08-27,Annunciation Catholic School,2,17,19,1,,999.0,International,4.0,Summer,Minneapolis,MN,K-8,Auditorium,Both Inside/Outside,Yes,Morning Classes,08:27:00,,"Adult with rifle, shotgun, and handgun fired through the windows of the school's church at students who were inside for morning mass",,Indiscriminate Shooting,Active Shooter/Planned Attack,Yes,Random Shooting,No,,No,No,No,,No,No,Yes,Outside,Yes,No,,Outside/Off-Property,99,Yes,44.90459,-93.286622,Multiple detached buildings,55419
20250826MNCRM,8,26,2025,2025-08-26,Cristo Rey Jesuit High School,1,6,7,0,"https://kstp.com/kstp-news/top-news/1-dead-6-injured-in-shooting-next-to-cristo-rey-high-school-in-minneapolis/
https://www.fox9.com/news/minneapolis-mass-shooting-fatal-near-school",8.0,Regional,4.0,Summer,Minneapolis,MN,High,Beside Building,Off School Property,Yes,Afternoon Classes,13:30:00,1.0,Man with AR-15 rifle fired 30 shots on the street behind the school and then fled in a vehicle,"Police say the shooting happened just before 1:30 p.m. near the intersection of 29th Street East and Clinton Avenue, directly behind Cristo Rey Jesuit High School in the city’s Phillips neighborhood. Initial reports indicate a suspect stepped out of a vehicle and fired about 30 rounds from a “high-velocity” .223 caliber rifle at a group of people on a sidewalk along Clinton Avenue before getting into a car and fleeing the scene. Of the seven people who were shot, at least one person was “clearly targeted,” O’Hara said.",Drive-by Shooting,Targeted,Yes,Both,,,No,No,No,No,No,,No,Outside,No,,,Outside/Off-Property,30,No,44.95001,-93.271548,Urban Street Standalone,55408
20250822ILMAP,8,22,2025,2025-08-22,Manual High School,0,0,0,0,"https://www.25newsnow.com/2025/08/22/no-one-injured-after-shots-fired-near-peorias-manual-high-school/
https://www.25newsnow.com/2025/08/23/teen-suspected-firing-gunshots-manual-high-school-had-just-been-suspended-wasnt-aiming-people-says-chief/
https://www.pjstar.com/story/news/local/2025/08/22/juvenile-in-custody-after-shooting-near-manual-high-school-in-peoria-illinois/85783998007/",10.0,Regional,4.0,Summer,Peoria,IL,High,Front of School,Outside on School Property,Yes,Afternoon Classes,14:23:00,1.0,Student who was suspended earlier in the day came back to campus and fired shots at the school building,"Peoria Police Chief Eric Echevarria on Saturday released a statement explaining what authorities believe was the motive for a shooting at Manual High School, which was damaged by the gunfire Friday afternoon. Echevarria acknowledged the incident was “frightening,” but he praised his officers for their quick action, and he pledged to keep a strong police presence at Manual and throughout Peoria Public Schools. The chief said the 15-year-old suspect had been suspended from school earlier in the day, returned with a gun and fired multiple rounds. “Based on what we know, there is no indication that he was aiming at people, only at the structure,” said Echevarria.",Anger Over Grade/Suspension/Discipline,Targeted,Yes,Neither,No,,No,No,No,No,No,No,No,Outside,No,,,Outside/Off-Property,99,Yes,40.679481,-89.633994,Multiple attached buildings,61605
20250822KYMAM,8,22,2025,2025-08-22,Mayfield High School,0,1,1,0,"https://www.wpsdlocal6.com/news/one-injured-in-shooting-at-mayfield-high-school-football-game/article_d2c92a42-6b6d-429d-aa70-75a20cbebf47.html
https://www.whas11.com/article/news/local/football-game-shooting-mayfield-leaves-one-injured-hospitalized/417-7d8948c3-44b4-48f0-9b0e-8639e5589a1d
https://www.wkyt.com/video/2025/08/24/14-year-old-charged-connection-with-shooting-near-ky-high-school-football-game/",20.0,Regional,4.0,Summer,Mayfield,KY,High,Parking Lot,Outside on School Property,No,Sport Event,20:30:00,1.0,Man shot during dispute in the parking lot during a high school football game,"A man is injured after a shooting at a high school football game Friday night. In Mayfield, which is in Western Kentucky, shots were fired near War Memorial football stadium. Police found one adult who was transported to a local medical center, then was later flown to Nashville for treatment. Local 6's Drayton Charlton-Perrin was on scene and said Kentucky State Police and other law enforcement had arrived and had cordoned off the site of the shooting. He said he and others on the scene heard a ""pop"" sound they initially thought was a firecracker.",Escalation of Dispute,Spontaneous,Yes,,No,,No,No,No,No,No,No,No,Outside,No,,,Outside/Off-Property,99,No,36.730095,-88.626894,Multiple attached buildings,42066
20250820TNRIM,8,20,2025,2025-08-20,Riverview Middle School,0,0,0,0,https://www.actionnews5.com/2025/08/20/shots-fired-riverview-middle-school-one-woman-detained-police-say/,1.0,Local,2.0,Summer,Memphis,TN,Middle,,,No,Evening,17:10:00,1.0,Woman arrested after shot fired at the school,"An investigation is underway for an alleged shooting that took place at a middle school on Wednesday evening. According to MPD, the shooting took place at 5:10 p.m. at Riverview Middle School, located on 241 Majuba Avenue. No injuries have been reported at this time, but MPD has one woman detained. This is an ongoing investigation.",,,,,No,,No,No,No,No,No,No,No,,No,,,,99,,35.096211,-90.070873,Single building indoor hallway,38109
20250820MSGUG,8,20,2025,2025-08-20,Gulfport School Bus,0,0,0,0,https://www.wlox.com/2025/08/20/gulfport-teen-15-arrested-after-firing-handgun-bus-police-say/,10.0,Regional,4.0,Summer,Gulfport,MS,High,School Bus,Outside on School Property,Yes,Dismissal,16:00:00,1.0,Student fired shot at school bus after an argument on the bus,"On Wednesday, officials with the Gulfport Police Department announced the arrest of a 15-year-old on gun charges. Officials say that just after 4 p.m. on Monday, August 18, police were called to the area of Turnberry Avenue and George Street after the 15-year-old allegedly fired a handgun in his bus’s direction. Investigators believe the teen had been in an argument on the bus. After shooting, police say the teen left the scene. The teen is currently charged with the following: Possession of a Handgun on School Property, x1, Shooting at a Vehicle, x1, The teen was taken to be held at the Harrison County Adult Detention Center, where he is being held on a $1,000,000 bond set by Judge Diane Ladner.",Escalation of Dispute,Spontaneous,Yes,Victims Targeted,No,,No,No,No,No,No,No,No,Outside,No,,,Outside/Off-Property,1,No,30.446787,-89.04204,,39503
20250820ARROL,8,20,2025,2025-08-20,Rockefeller Early Childhood Center,1,0,1,0,"https://www.nwaonline.com/news/2025/aug/20/employee-of-little-rock-school-fatally-shot-in/
https://www.nwaonline.com/news/2025/aug/20/employee-of-little-rock-school-fatally-shot-in/",20.0,Regional,4.0,Summer,Little Rock,AR,Elementary,Parking Lot,Outside on School Property,Yes,Afternoon Classes,14:55:00,1.0,Teacher fatally shot during domestic in school parking lot,"An employee at the Rockefeller Early Childhood Center in Little Rock was fatally shot in a parking lot just outside the school on Wednesday afternoon, and a man she was in a relationship with was arrested on a capital murder charge in the killing, authorities said. Little Rock police have made an arrest and identified both the victim and suspect after a woman was shot and killed in a parking lot outside the Rockefeller Early Childhood Center on Wednesday afternoon, according to officials. Little Rock police say 29-year-old Duane Nooner was arrested Wednesday evening and is now facing a capital murder charge. The victim has been identified as 36-year-old Michelle Butler of Little Rock. Mayor Frank Scott Jr. confirmed that Butler was an employee of the Little Rock School District. The alleged shooter is in custody, the mayor said. In a statement, Little Rock School District officials called the shooting a tragic, isolated domestic incident that triggered a lockdown of the school.",Domestic w/ Targeted Victim,Targeted,Yes,Victims Targeted,No,,No,No,No,No,Yes,No,No,Outside,No,No,,Outside/Off-Property,1,Yes,34.731889,-92.265251,Single building indoor hallway,72206
20250818NCPAC,8,18,2025,2025-08-18,Palisades High School,0,0,0,0,"https://www.wbtv.com/2025/08/19/arrest-made-after-incident-palisades-high-school/
https://www.wsoctv.com/news/local/palisades-high-school-resumes-normal-activities-after-police-investigation-arrest-campus/RKUKGGJTLFFG7LIX65GFWEXIXA/
https://www.wsoctv.com/news/local/parents-say-upset-athlete-shot-palisades-high-school/CMNHAD7W6ND55F5VWL2KZ6ZW5I/",10.0,Regional,4.0,Summer,Charlotte,NC,High,Beside Building,Outside on School Property,Yes,Afternoon Classes,15:20:00,1.0,Football player fired a shot that hit the school's window after being cut from the football team,"Parents tell Channel 9 that a football player who had been cut from the team fired a gun at Palisades High School. Those parents told Channel 9’s Glenn Counts that the incident began with an upset athlete. They said they heard that a football player, who had been cut from the team, fired a shot at the school’s building.Charlotte-Mecklenburg Schools (CMS) said police arrested a person Monday after an incident at the school, which cancelled on-campus activities. A person who claims they were on-campus Monday, sent WBTV photos of a shattered school window, which appeared to have a bullet hole in it. However, Charlotte-Mecklenburg Schools has not specified what exactly happened, or whether a gun was fired at a school building. Charlotte-Mecklenburg Schools referred WBTV’s questions to the Charlotte-Mecklenburg Police Department, which didn’t provide information because the case involves a juvenile.",Anger Over Grade/Suspension/Discipline,Spontaneous,Yes,Random Shooting,No,,No,No,No,No,No,No,No,Outside,No,Yes,,Outside/Off-Property,1,Yes,35.092163,-81.020997,Multiple attached buildings,28278
20250815NCSOR,8,15,2025,2025-08-15,Southeast Raleigh Magnet High School,0,0,0,0,"https://www.wral.com/news/local/shots-fired-fights-southeast-raleigh-high-football-august-2025/
https://abc11.com/post/shots-fired-football-jamboree-southeast-raleigh-high-school/17552535/",6.0,Regional,4.0,Summer,Raleigh,NC,High,Parking Lot,Outside on School Property,No,Sport Event,21:00:00,1.0,Shots fired during fight between teens at football game,"Shots were fired during a football jamboree at Southeast Raleigh High School late Friday night, police said. According to the Raleigh Police Department, the shooting happened during a series of fights that broke out in the parking lot. Police said the event was being attended by multiple high schools.",Escalation of Dispute,Spontaneous,Yes,Victims Targeted,,,No,No,No,No,No,,No,Outside,No,Yes,,Outside/Off-Property,99,No,35.745353,-78.60449,Single building indoor hallway,27610
20250814GAMEN,8,14,2025,2025-08-14,Meadowcreek Elementary School,0,0,0,0,"https://www.atlantanewsfirst.com/2025/08/15/student-arrested-after-gun-discharged-gwinnett-county-elementary-school-bathroom/
https://www.fox5atlanta.com/news/gun-fired-toilet-gwinnett-elementary-superintendent-responds
https://www.11alive.com/article/news/education/student-allegedly-fires-gun-into-toilet-at-meadowcreek-elementary/85-771a69b5-eb01-4db5-b7d9-6e38c6a9299d",20.0,Regional,4.0,Summer,Norcross,GA,Elementary,Bathroom,Inside School Building,Yes,School Start,08:00:00,1.0,Student fired gun into toilet before classes started,"Watson said the incident came to light on Thursday after administrators learned about a broken toilet in a restroom. School officials said a student admitted to damaging it intentionally. The student was disciplined for the incident. But it was Friday when they learned more information about what happened. ""A parent and several students reported that the same student had brought a firearm to school on Thursday and threatened to use it to shoot the toilet,"" Watson said. ""School police immediately investigated and confirmed the student had taken a gun from home, brought it to school, and discharged it in a toilet before classes began."" No one else was in the restroom, and no one was injured. The student was arrested and will face charges in the case. ",Intentional Property Damage,Targeted,Yes,Neither,No,,No,No,No,No,No,No,No,Single Room,No,,,Failed,1,No,33.921259,-84.166024,Single building indoor hallway,30093
20250813KYCEL,8,13,2025,2025-08-13,Central High School,1,0,1,0,"https://www.wave3.com/2025/08/13/woman-killed-teen-identified-suspect-shooting-11th-street-chestnut-street/
https://spectrumnews1.com/ky/louisville/news/2025/08/13/louisville-chestnut-street-shooting
https://www.whas11.com/article/news/local/louisville-mayor-gives-passionate-plea-for-change-woman-killed-near-bus-stop/417-d394fe67-3d23-44d5-9074-3fee852bb376",20.0,Regional,4.0,Summer,Louisville,KY,High,Front of School,Off School Property,Yes,Morning Classes,08:00:00,1.0,Parent fatally shot while walking her child to bus stop on the street in front of the school," A woman was shot and killed near S. 11th and W. Chestnut streets in Louisville outside Central High School, according to the Louisville Metro Police Department. LMPD said around 8 a.m. at 10th and Chestnut Streets, shots were fired near several people going to school and bus stops. A woman walking a child to school was shot. She was taken to University Hospital where she died. ",,Spontaneous,Yes,Both,No,,No,No,No,No,No,,No,Outside,No,,,Outside/Off-Property,99,Yes,38.25015,-85.769376,Multiple attached buildings,40203
20250807NYCHW,8,7,2025,2025-08-07,Church Street Elementary School,0,3,3,0,"https://dailyvoice.com/new-york/whiteplains/3-shot-in-school-parking-lot-after-basketball-event-in-white-plains-police-say/
https://www.lohud.com/story/news/local/westchester/white-plains/2025/08/08/white-plains-ny-shooting-after-ferris-world-ball-basketball-tournament-gardella-park/85573865007/",3.0,Regional,4.0,Summer,White Plains,NY,Elementary,Parking Lot,Outside on School Property,No,Sport Event,22:15:00,1.0,Three people shot during fight after basketball tournament,"The shooting happened around 10:15 p.m. on Thursday, Aug. 7, in the parking lot entrance of the Church Street School at 295 Church St. in White Plains, according to the city's police department. Police said the gunfire followed a dispute among a group of people who had just left an organized basketball event at the nearby Gardella Park. A total of three Bronx residents were injured: an 18-year-old man, a 21-year-old man, and a 22-year-old woman. ",Escalation of Dispute,Spontaneous,No,Both,No,,No,No,No,No,No,No,No,Outside,No,,,Outside/Off-Property,20,No,41.041822,-73.771253,Multiple attached buildings,10603
20250731WAPIV,7,31,2025,2025-07-31,Pioneer Elementary School,0,1,1,0,https://www.koin.com/news/crime/woman-flies-in-to-fight-shot-at-vancouver-school/,10.0,Regional,4.0,Summer,Vancouver,WA,Elementary,Parking Lot,Outside on School Property,No,Night,00:05:00,1.0,Woman shot during fight in the school parking lot,"The victim currently lives in North Carolina but previously lived in Vancouver, Wash., according to court documents. She told police her younger sister was involved in an on-going dispute with another woman, so she made arrangements on Instagram to meet in person to fight. She and some of her family met the woman at the elementary school after midnight on July 30. After they physically fought, she and her family got into their car to leave when Sosa-Romero, the other woman’s girlfriend, drew a gun. She fired twice and hit the victim’s foot, court documents state. The victim and her family went to the hospital and Sosa-Romero attempted to flee. Police later located her at Burnt Bridge Creek Elementary, where she was taken into custody.",Escalation of Dispute,Targeted,No,Victims Targeted,Yes,,No,No,No,No,No,Yes,No,Outside,No,,,Outside/Off-Property,2,No,45.676007,-122.50043,Single building indoor hallway,98682
20250715OHSPS,7,15,2025,2025-07-15,Springfield-Clark Career Technology Center,0,1,1,0,https://www.whio.com/news/local/1-shot-while-walking-through-school-parking-lot-springfield/LAWODHRIOBBWVNYUUFF4HVO6KQ/,1.0,Local,4.0,Summer,Springfield,OH,High,Parking Lot,Outside on School Property,No,Night,22:06:00,1.0,Man shot in school parking lot,"One person was hospitalized after being shot while walking through a school parking lot in Springfield Monday night, according to a Springfield Police Division report. 
Upon arrival, officers found a male with a single gunshot wound to the lower right leg, according to the report. Officers started to treat the victim by applying a tourniquet, finding an exit wound, and stopping the bleeding.",,,No,,No,,No,No,No,No,No,,No,Outside,No,,,Outside/Off-Property,99,No,39.900853,-83.793106,Multiple detached buildings,45505
20250715NCWIW,7,15,2025,2025-07-15,Windsor Elementary School,1,0,1,0,"https://www.witn.com/2025/07/16/sbi-windsor-police-investigate-reported-shooting-school-grounds-outside-windsor-elementary/
https://www.wnct.com/news/north-carolina/law-enforcement-sbi-investigating-homicide-on-property-of-windsor-elementary-school/
https://www.witn.com/2025/07/16/sbi-windsor-police-investigate-reported-shooting-school-grounds-outside-windsor-elementary/",3.0,Local,4.0,Summer,Windsor,NC,Elementary,Basketball Court,Outside on School Property,No,Evening,,1.0,Person fatally shot on the school basketball court,"The teenager, who was 16 years old, was shot near the basketball court on Tuesday, July 15 at Windsor Elementary School in Bertie County. State investigators told WITN that a group of people was playing basketball when a fight erupted and led to the shooting. It is unclear who fired the fatal shot, how old that person was or if they have been charged.",Escalation of Dispute,Spontaneous,No,,,,No,No,No,No,No,,No,Outside,No,,,Outside/Off-Property,99,No,35.987622,-76.921667,Single building indoor hallway,27983
20250713ILSTC,7,13,2025,2025-07-13,Stone Scholastic Academy,0,1,1,0,https://abc7chicago.com/post/cpd-working-determine-motive-west-ridge-chicago-shooting-injured-teen-stone-scholastic-academy-soccer-field/17120134/,3.0,Local,4.0,Summer,Chicago,IL,K-8,Playground,Outside on School Property,No,Not a School Day,16:00:00,1.0,Teen shot during robbery on the soccer field while a game was taking place,"A mother who was at the playground with her young kids witnessed the incident. She says the shooter was a young teenager. ""He grabbed the gun from a fanny pack and just shot him, and the guy who got shot was like, 'please don't shoot me,' and he shot him,"" she said. Police say the shooter was on an electric scooter and fled the scene before officers arrived. The witness thought the shooting was over a soccer game dispute, but police say the motive appears to be a robbery.",Illegal Activity,Spontaneous,Yes,Victims Targeted,No,,No,No,No,No,No,No,No,Outside,No,,,Outside/Off-Property,1,No,41.994996,-87.684433,Urban with fenced mini campus,60659
20250712TNTYC,7,12,2025,2025-07-12,Tyner Middle High Academy,0,4,4,0,"https://www.nbcnews.com/news/us-news/people-shot-class-reunion-chattanooga-rcna218516
https://newschannel9.com/news/local/heavy-police-presence-near-tyner-community-center",50.0,National,4.0,Summer,Chattanooga,TN,High,Field (General),Outside on School Property,No,School Event,15:00:00,1.0,Four people shot during alumni picnic,"4 people were shot at a class reunion at the Tyner Community Center in Chattanooga Saturday afternoon, police say. One witness told us ""all of a sudden gunshots rang out and then you heard gunshots retaliate and then another another set of gunshots, and everybody just hit the ground. All 4 of those who were shot were rushed to the hospital with non-life-threatening injuries, according to Chattanooga police.",,Spontaneous,Yes,Both,,,No,No,No,No,No,,No,Outside,No,,,Outside/Off-Property,99,No,35.059957,-85.15338,Multiple detached buildings,37421
20250712ALWOB,7,12,2025,2025-07-12,Woodlawn High School,0,1,1,0,"https://www.miamiherald.com/news/nation-world/national/article310727390.html
https://www.wvtm13.com/article/birmingham-police-investigate-shooting-near-high-school/65389016",6.0,Regional,4.0,Summer,Birmingham,AL,High,Parking Lot,Outside on School Property,No,School Event,19:00:00,1.0,Multiple people fired shots during fight at alumni picnic,"The shooting occurred around 7 p.m. near Woodlawn High School, where an annual alumni picnic was taking place on First Avenue North. Police said the number of rounds fired was in the double digits. A woman, who is believed to have been an innocent bystander, was seriously injured and taken to a hospital by private vehicle. Her condition is currently unknown. Investigators say that preliminary investigative efforts show that two groups of males attending the event got into an argument that led to both groups shooting at each other in a crowded parking lot; around seven cars were shot into.",Escalation of Dispute,Spontaneous,Yes,Both,Yes,3 shooters,No,No,No,No,No,,No,Outside,No,,,Outside/Off-Property,16,No,33.541964,-86.751833,Multiple detached buildings,35212
20250712MASOA,7,12,2025,2025-07-12,South Middle School,0,1,1,0,"https://www.nbcboston.com/news/local/brockton-ma-shooting-injures-teen/3765415/
https://whdh.com/news/police-investigating-after-17-year-old-seriously-injured-in-shooting-in-brockton/",8.0,Regional,3.0,Summer,Brockton,MA,Middle,Front of School,Outside on School Property,No,Evening,19:56:00,1.0,Teen shot outside of the school,"Brockton police say they responded to an area near South Middle School around 7:56 p.m. after receiving reports of a shooting and arrived to find a male teenager with serious injuries. Witnesses told officers that they heard three gunshots and saw several people flee the scene. The 17-year-old victim, whose name was not released, was taken to a Boston hospital. There was no word on any arrests, or the circumstances surrounding the shooting.",,,No,,,,No,No,No,No,No,,No,Outside,No,,,Outside/Off-Property,3,No,42.060856,-71.019799,Single building indoor hallway,2301
20250707OHMAA,7,7,2025,2025-07-07,Mason CLC Elementary School,0,5,5,0,"https://www.news5cleveland.com/news/local-news/4-shot-9-hit-by-cars-at-overnight-gathering-outside-akron-elementary-school
https://fox8.com/news/5-shot-10-hit-by-cars-at-akron-school/",6.0,Regional,4.0,Summer,Akron,OH,Elementary,Parking Lot,Outside on School Property,No,Night,03:00:00,1.0,Five teens would when 60 shots were fired during large gathering in the school parking lot,"Five teens were shot and 10 others hit by vehicles when +60 shots were fired during a large gathering in the parking lot at Mason CLC Elementary in Akron, OH last night. The victims were between 14-21 years old. ",,,No,Victims Targeted,No,,No,No,No,No,No,,No,Outside,No,,,Outside/Off-Property,60,No,41.069824,-81.497675,Single building indoor hallway,44306
20250704NYPUB,7,4,2025,2025-07-04,Public School 174,1,0,1,0,https://www.yahoo.com/news/man-29-gunned-down-outside-164200037.html,10.0,Regional,4.0,Summer,Bronx,NY,Middle,Front of School,Outside on School Property,No,Night,23:45:00,1.0,Man fatally shot at front door of school,"A 29-year-old man was fatally shot outside a Brooklyn public school he attended as a child, as neighborhood Fourth of July fireworks obscured the sound of gunfire, officials and neighbors said. The victim was standing outside the entrance of Public School 174, the Dumont School, on Dumont Ave. near Williams Ave. in Brownsville at about 11:45 p.m. Friday when he was shot in the chest, cops said.",,,No,Victims Targeted,No,,No,No,No,No,No,,No,Outside,No,,,Outside/Off-Property,99,No,40.815633,-73.856574,Urban Street Standalone,10473
20250629PAKEP,6,29,2025,2025-06-29,Kensington High School for the Creative and Performing Arts,1,0,1,0,https://www.nbcphiladelphia.com/news/local/police-school-safety-officer-shot-in-road-rage-incident-in-penns-landing/4221825/,10.0,Regional,4.0,Summer,Philadelphia,PA,High,Front of School,Off School Property,No,Night,01:55:00,1.0,SRO fatally shot outside school during road rage incident between two drivers,"Police responded just before 2 a.m. Sunday to the 300 block of North Christopher Columbus Boulevard and found a 68-year-old man inside of his patrol vehicle belonging to the School District of Philadelphia. The victim was shot in the face, arm, and body, according to Inspector DF Pace with the Philadelphia Police Dept. According to Pace, the road rage incident involved two other drivers. A driver in a black Dodge pick-up truck said another driver in a white Hyundai pointed a gun at them. The driver of the pick-up then got off the highway and onto Columbus Boulevard, flagging down the school safety officer to report what happened. “At that point, the officer attempted to investigate or intervene in some way when the occupant of that Hyundai opened fire on that officer. That’s what we believe to be the case,” Pace said. “Based on what we have so far, it does appear the incidents are connected and it does appear the shooting was perpetrated by this person that originally pointed a gun at the driver.” Philadelphia School District officials confirmed the victim was working overnight at Kensington High School for the Creative and Performing Arts, which is operating as a shelter for residents who were impacted by a recent apartment fire.",Escalation of Dispute,Spontaneous,Yes,Random Shooting,No,,No,No,No,No,No,No,No,Outside,No,Yes,Armed Guards,Outside/Off-Property,99,No,39.977711,-75.133571,Urban Street Standalone,19122
20250627MIDED,6,27,2025,2025-06-27,Denby High School,2,1,3,0,"https://www.fox2detroit.com/news/3-shot-2-dead-shooting-near-denby-high-school-detroit
https://www.freep.com/story/news/local/michigan/detroit/2025/06/27/child-teenager-killed-triple-shooting-denby-high-school/84394657007/",20.0,Regional,4.0,Summer,Detroit,MI,High,Playground,Outside on School Property,No,Evening,18:12:00,1.0,Child and teen killed during shooting while on the playground,"A 4-year-old child was among two people killed in a Friday night shooting at the Skinner Playfield next to Denby High School, according to Detroit Police. The child was shot in the back. An 18-year-old was killed, too. A third victim, 17, was injured but survived. “Kid got jumped on and came back with his crew and shot the park up,” Chief Smith said of the shooting  — another example of the city’s youths turning to guns to settle disputes. Police have not yet confirmed what led to the shooting.",Escalation of Dispute,Targeted,No,Both,Yes,,No,No,No,No,No,,No,Outside,No,,,Outside/Off-Property,99,No,42.426253,-82.957713,Multiple detached buildings,48224
20250625NMSAS,6,25,2025,2025-06-25,Santa Fe Indian School,0,0,0,0,https://www.koat.com/article/santa-fe-shooting-near-school/65209326,1.0,Local,4.0,Summer,Santa Fe,NM,6-12,Football Field/Track,Outside on School Property,No,Sport Event,19:00:00,1.0,Shots fired by man with rifle hit the bleachers during sports event,"According to police, the Santa Fe Regional Communications Center received multiple calls regarding a shooting on the 1500 block of Cerrillos Road. Callers told dispatch they believed they were being shot at as bullets were ricocheting around them while students were attending football practice at Santa Fe Indian School. Santa Fe police say when officers arrived at the area, they found several students taking shelter behind the bleachers of the school's football field. Santa Fe police officers and Bureau of Indian Affairs Police were able to take those students to safety. Police say as they worked to secure the campus, they got a second call reporting that a man on the 1800 block of Otowi Road was shooting a rifle, acting erratically and was suspected of being intoxicated.",Domestic w/ Targeted Victim,Spontaneous,Yes,Victims Targeted,No,,No,No,No,No,Yes,No,No,Outside,No,,,Outside/Off-Property,99,Yes,35.671331,-105.967025,Multiple detached buildings,87505
20250624CACUC,6,24,2025,2025-06-24,Culver City High School,0,0,0,0,"https://mynewsla.com/crime/2025/06/24/police-respond-to-shots-fired-call-around-culver-city-high-school/
https://www.instagram.com/p/DLT2Pedu1Z7/",1.0,Local,2.0,Summer,Culver City,CA,High,Football Field/Track,Outside on School Property,No,Sport Event,19:50:00,1.0,Shots fired during vigal for student who was killed in a shooting,"Culver City Police Department officers responded to a shots fired call in the area of Culver City High School Tuesday evening with no injuries reported. The call was received at approximately 7:50 p.m. Tuesday when approximately 200-300 people were attending a vigil on the school’s football field, police said.",,,Yes,,,,No,No,No,No,No,,No,Outside,No,,,Outside/Off-Property,99,No,34.00703,-118.40164,Multiple detached buildings,90230
20250624CABLC,6,24,2025,2025-06-24,Blaker-Kinder Junior High School,0,1,1,0,"https://fox40.com/news/local-news/stanislaus-county/school-resource-officer-gets-shot-after-her-gun-goes-off-at-a-northern-california-campus/
https://www.modbee.com/news/local/article309341525.html",10.0,Regional,4.0,Summer,Ceres,CA,Middle,Parking Lot,Outside on School Property,Yes,Afternoon Classes,12:50:00,1.0,SRO's holstered gun fired in the school parking lot injuring the officer ,"A school resource officer was injured Tuesday afternoon when her holstered firearm discharged in the parking lot of a junior high campus in Ceres, authorities said. The incident occurred around 12:50 p.m. at Blaker-Kinser Junior High School, 1601 Kinser Road, according to a news release from the Ceres Police Department. Police said the officer was on campus when her duty weapon discharged while still in its holster, causing a leg injury that was not life-threatening. The discharge is believed to have been caused by a “suspected malfunction,” the department said. The officer was taken to a hospital for treatment. No students or staff were nearby at the time of the incident, and no one else was injured.",Accidental,Spontaneous,Yes,Neither,No,,No,No,Yes,No,No,No,No,Outside,No,Yes,Armed Guards,Outside/Off-Property,1,No,37.591401,-120.96741,Multiple detached buildings,95307
20250624COKED,6,24,2025,2025-06-24,Kepner Beacon Middle School,0,0,0,1,"https://kdvr.com/news/local/suspect-dead-after-police-shoot-reportedly-armed-man-near-denver-middle-school/
https://www.denver7.com/news/crime/armed-man-dies-in-shooting-involving-denver-police-and-dps-officers-monday-night",4.0,Local,4.0,Summer,Denver,CO,Middle,Parking Lot,Outside on School Property,No,Night,22:30:00,1.0,"Man fled from police, fired shots at officer, and was fatally shot by officers in the school parking lot","Around 10:30 p.m. Monday, two Denver police officers and a DPS safety officer responded to a report of a man and woman standing in front of Kepner Beacon Middle School. While Denver police were looking into if the man or woman had any outstanding warrants for their arrests, the man asked if he could leave. Officers said no, and that's when DPD said he ran off. As officers chased after him, they instructed the man to drop the weapon. He did not and shot a gun at officers. When the two DPD offices and DPS safety officer shot back, they hit the man. He was taken to Denver Health Medical Center & Hospital where he later died from his injuries. No officers were injured.",Illegal Activity,Spontaneous,No,Random Shooting,Yes,Man and woman fled,No,No,Yes,No,No,No,No,Outside,No,Yes,Armed Guards,Outside/Off-Property,99,No,39.699528,-105.029266,Multiple attached buildings,80219
20250618CAEIR,6,18,2025,2025-06-18,Eisenhower High School,0,1,1,0,https://ktla.com/news/local-news/juvenile-shot-during-fight-with-15-20-people-rialto-school-briefly-locks-down/,1.0,Local,3.0,Summer,Rialto,CA,High,Parking Lot,Outside on School Property,Yes,Afternoon Classes,15:15:00,1.0,Teen shot in the school parking lot during large fight,"A juvenile was shot during a large brawl that broke out near a high school in San Bernardino County on Wednesday afternoon, causing the school to go on temporary lockdown, police say. A call came in to the Rialto Police Department at 3:15 p.m. reporting a fight between 15 to 20 people. “We were informed by Rialto police about a shooting that occurred near Eisenhower High School’s parking lot,” the Rialto Unified School District said in a statement to KTLA. “The District’s schools are on summer break. However, the school was put on a precautionary lockdown which was lifted shortly after authorities deemed the campus safe.” Police said that a juvenile pulled out a gun during the fight, started shooting and struck another person at least once. Someone else at the scene then drove the victim to the local high school’s parking lot, where police and paramedics responded and began treatment.",Escalation of Dispute,Spontaneous,Yes,Victims Targeted,,,No,No,No,No,No,,No,Outside,No,,,Outside/Off-Property,99,Yes,34.122687,-117.376546,Multiple detached buildings,92376
