Incident_ID,Month,Day,Year,Date,School,Victims_Killed,Victims_Wounded,Number_Victims,Shooter_Killed,Source,Number_News,Media_Attention,Reliability,Quarter,City,State,School_Level,Location,Location_Type,During_Classes,Time_Period,First_Shot,Duration_min,Summary,Narrative,Situation,GV_Type,Involves_Students_Staff,Targets,Accomplice,Accomplice_Narrative,Hostages,Barricade,Officer_Involved,Bullied,Domestic_Violence,Gang_Related,Active_Shooter_FBI,Multiple_Location,Preplanned,SRO_School,Security_Screening,Screening_Outcome,Shots_Fired,School_Lockdown,LAT,LNG,Campus_Type,Zipcode
20180226WAOAT,2,26,2018,2018-02-26,Oakland High School,0,0,0,0,https://www.thenewstribune.com/news/local/crime/article202366859.html,,,2.0,Winter,Tacoma,WA,High,Bathroom,Inside School Building,Yes,Lunch,,1.0,"Gun discharged in bathroom striking floor, students fled",Two students were inside the school bathroom. A gun discharged hitting the floor and both fled. Suspects were identified by CCTV footage. No injuries.,Accidental,,Yes,Neither,Yes,Two fled after shooting and arrested,No,No,No,No,No,No,No,,No,,Unknown,,1,,47.229617,-122.485791,,98409
20180220OHJAM,2,20,2018,2018-02-20,Jackson Memorial Middle School,0,0,0,1,https://www.yahoo.com/news/police-boy-shot-himself-planned-attack-school-211429422.html https://pittsburgh.cbslocal.com/2018/03/01/suicide-victim-planned-school-attack/ https://www.cantonrep.com/news/20181106/final-police-report-jackson-school-shooter-acted-alone,,,4.0,Winter,Massillon,OH,Middle,Bathroom,Inside School Building,Yes,School Start,,1.0,"Planned attack, walked out of bathroom then immediately back in, shot himself in head","13YOM planned attack on school. Went into school bathroom, got out rifle, walked out of bathroom, and then immediately walked back into the bathroom and shot himself in the head. Messages on his phone made reference to Marjory Stoneman and Columbine attacks. Said he wanted to destroy something bigger but the school was an easy target and he wanted to leave a lasting impression on the world. Cellphone had 8 step attack plan. Backpack had bottle rockets and batteries. Investigation by police found that he did not tell any other students about the plan ahead of time.",Indiscriminate Shooting,,Yes,Victims Targeted,No,,No,No,No,,No,No,No,,Yes,,Unknown,,1,,40.867167,-81.48668,,44648
20180215FLNOC,2,15,2018,2018-02-15,North Broward Preparatory School,0,0,0,0,https://www.local10.com/news/florida/coconut-creek/bso-deputy-accidentally-shoots-himself-while-responding-to-north-broward-preparatory-school- https://www.local10.com/news/2018/02/15/bso-deputy-accidentally-shoots-himself-while-responding-to-north-broward-preparatory-school/,,,3.0,Winter,Coconut Creek,FL,K-12,Hallway,Inside School Building,Yes,Morning Classes,09:30:00,1.0,Officer accidentally fired while responding to a call at the school,Police officer responding to reported shots fired at the school accidentally shot himself in the leg while inside the school. The shots fired called turned out to be false and the only shot fired was by the police officer injuring himself. School was locked down for an extended period of time and then dismissed.,Accidental,,Yes,Random Shooting,No,,No,No,Yes,,,,No,,,,Unknown,,1,,26.326281,-80.182552,,33073
20180214FLMAP,2,14,2018,2018-02-14,Marjory Stoneman Douglas High School,17,17,34,0,"https://www.cnn.com/2018/02/19/us/florida-school-shooting/index.html http://nymag.com/selectall/2018/04/cruzers-are-fans-of-school-shooter-nikolas-cruz.html https://www.washingtonpost.com/graphics/2018/national/timeline-parkland-shooter-nikolas-cruz/?utm_term=.555096de1337
https://www.cnn.com/2022/07/18/us/nikolas-cruz-parkland-shooter-penalty-phase/index.html",999.0,International,4.0,Winter,Parkland,FL,High,Hallway,Inside School Building,Yes,Afternoon Classes,14:21:00,7.0,Planned attack by former student,Planned attack by former student. ,Indiscriminate Shooting,,Yes,Random Shooting,No,,No,No,No,No,No,No,Yes,Multiple Rooms,Yes,Yes,Unknown,,139,Yes,26.304483,-80.269365,,33076
20180209TNPEN,2,9,2018,2018-02-09,Peal-Cohn High School,0,1,1,0,http://www.wsmv.com/story/37500077/14-year-old-suspect-wanted-in-shooting-outside-pearl-cohn-high-school,5.0,Regional,2.0,Winter,Nashville,TN,High,Parking Lot,Outside on School Property,No,Dismissal,,1.0,Gang related shooting in parking lot,Shooter fired 5 shots at the victim in the parking lot at the end of the school day and fled the scene by getting into a stolen vehicle. The motive remains unknown. The school has a frequent gang-related violence.,Escalation of Dispute,,Yes,Victims Targeted,,,No,No,No,,No,Yes,No,,No,Yes,Unknown,,5,Yes,36.164136,-86.814808,,37208
20180208NYTHN,2,8,2018,2018-02-08,The Metropolitan High School,0,0,0,0,https://abc7ny.com/teen-in-custody-after-shot-fired-inside-bronx-high-school/3054112/,,,2.0,Winter,New York,NY,High,Classroom,Inside School Building,Yes,Afternoon Classes,15:20:00,1.0,"Single gun shot struck floor of classroom, student arrested",Single gunshot struck floor of classroom. No injuries. 17YOM student arrested. Circumstances unknown.,Accidental,,Yes,,No,,No,No,No,,,,No,,No,,Unknown,,1,,40.827644,-73.897093,,10459
20180205MNHAM,2,5,2018,2018-02-05,Harmony Learning Center,0,0,0,0,https://www.twincities.com/2018/02/05/maplewood-police-officers-gun-fires-at-school-no-injuries-reported/,,,2.0,Winter,Maplewood,MN,Elementary,Front of School,Outside on School Property,Yes,Afternoon Classes,13:45:00,1.0,Student pulled trigger on gun in officer's holster,3rd grade student pulled the trigger of a handgun in the officers holster and fired a shot into the ground. The officer was sitting on a bench and didn't realize the child was touching the gun. No injuries.,Accidental,,Yes,Neither,No,,No,No,No,No,No,No,No,,No,Yes,Unknown,,1,,45.02119,-93.017609,,55109
20180205MDOXO,2,5,2018,2018-02-05,Oxon Hill High School,0,1,1,0,http://pgpolice.blogspot.ca/2018/02/two-teenage-suspects-in-custody-for-non.html,5.0,International,4.0,Winter,Oxon Hill,MD,High,Parking Lot,Outside on School Property,No,Evening,,1.0,Robbery in school parking lot,"Three suspects attempted to rob the victim by luring him into a car parked on the school's parking lot. The victim was shot and ran to the school for help. The driver, who was the victim's ex-girlfriend, was later arrested along with one of the males.",Illegal Activity,,No,Victims Targeted,,,No,No,No,,No,No,No,,No,,Unknown,,1,,38.79696,-76.993582,,20745
20180201CASAL,2,1,2018,2018-02-01,Salvador B. Castro Middle School,0,2,2,0,http://abc7.com/charges-filed-against-12-year-old-girl-in-westlake-school-shooting/3023846/,11.0,Regional,4.0,Winter,Los Angeles,CA,Middle,Classroom,Inside School Building,Yes,Morning Classes,08:55:00,1.0,Accidental Discharge Inside of Backpack; possible bullying,Gun inside 12-year-old female student's backpack discharged inside the classroom striking two students. Two other students and a teacher suffered minor abrasions. Shooter may have been bullied and showed the gun off to other students that day.,Accidental,,Yes,Random Shooting,No,,No,No,No,Yes,No,No,No,,No,No,Metal Detectors Bypassed,Bypassed,1,Yes,34.061477,-118.263142,,90026
20180131PALIP,1,31,2018,2018-01-31,Lincoln High School,1,0,1,0,http://6abc.com/man-32-killed-outside-lincoln-high-school-in-mayfair-idd/3013312/,5.0,Local,2.0,Winter,Philadelphia,PA,High,Parking Lot,Outside on School Property,No,Sport Event,15:51:00,1.0,Fight in parking lot after basketball game,Large fight in parking lot following basketball game between rival schools. Shots were fired from at least 3 different weapons. 32 year old male not involved in the fights was struck and killed. No suspects identified.,Escalation of Dispute,,Yes,Random Shooting,,,No,No,No,,No,Yes,No,,No,,Unknown,,,,40.044122,-75.04217,,19136
20180126MIDED,1,26,2018,2018-01-26,Dearborn High School,0,0,0,0,https://www.freep.com/story/news/local/michigan/wayne/2018/01/27/dearborn-high-school-shooting/1071836001/,,,2.0,Winter,Dearborn,MI,High,Parking Lot,Outside on School Property,No,Sport Event,20:00:00,1.0,Fight in the hallway between students resulted in shooting in the parking lot,Fight in the hallway of the school during a basketball game. Fight involved students from two different schools. Shots were fired later in the parking lot but no one was injured. Unknown suspect.,Escalation of Dispute,,Yes,,Yes,Group of students,No,No,No,No,No,Yes,No,,No,,Unknown,,,,42.308502,-83.261915,,48124
20180125ALMUM,1,25,2018,2018-01-25,Murphy High School,0,0,0,0,https://lagniappemobile.com/police-student-fired-weapon-indiscriminately-campus/,5.0,Local,2.0,Winter,Mobile,AL,High,Beside Building,Outside on School Property,Yes,Morning Classes,11:20:00,1.0,Argument escalated,"An altercation between 2 students escalated, shooter pulled a gun and pointed it at the other student and members of the staff, who were trying to calm him down. Shooter went outside and shot several shots in the air. School principal also engaged the shooter, who was arrested shortly after. School went on lockdown immediately after the shots were fired. No one was hurt.",Escalation of Dispute,,Yes,Victims Targeted,No,,No,No,No,,No,No,No,,No,Yes,Metal Detectors Bypassed,Bypassed,,Yes,30.6828,-88.0867,,36606
20180123KYMAB,1,23,2018,2018-01-23,Marshall County High School,2,18,20,0,https://www.courier-journal.com/story/news/local/2018/03/07/marshall-county-school-shooting-gabe-parker-experiment-motive/403035002/ http://wkms.org/post/search-warrants-reveal-details-about-accused-marshall-co-high-school-shooter https://www.courier-journal.com/story/news/crime/2019/07/18/marshall-county-school-shooting-suspects-statements-to-police-could-be-thrown-out/1767777001/ https://www.messenger-inquirer.com/news/marshall-county-superintendent-recounts-high-school-shooting/article_57101679-76c8-53e8-90a1-83ce8cd9d1a2.html https://www.wpsdlocal6.com/marshall-county-high-school-shooter-pleads-guilty/article_4b63a58e-8a01-11ea-ae85-fb3abffe24b7.html,11.0,National,4.0,Winter,Benton,KY,High,Hallway,Inside School Building,Yes,School Start,07:57:00,3.0,Planned attack. Shooting was science experiment to see how people reacted; belief human life has no purpose.,"Shooter brought a gun, 2 mags, and a hunting knife to school to defend self from students after he ran out of bullets. Started shooting inside the building.Told police he had been thinking about shooting for week. After he stopped shooting, heevacuated with the other students then surrendered without fighting. Thought about suicide but didn't want additional trauma to his family. Played games related to WW2. Interested in science and thought of the shooting as an experiment to test reactions, and was curious about prison life. Step-sister claims he was bullied.",Indiscriminate Shooting,,Yes,Random Shooting,No,,No,No,No,,No,No,Yes,Hallway,Yes,Yes,Unknown,,,,36.912835,-88.332917,,42025
20180122TXITI,1,22,2018,2018-01-22,Italy High School,0,1,1,0,https://www.nbcnews.com/news/us-news/texas-teen-charged-assault-italy-high-school-shooting-n840301 https://www.kxan.com/news/texas/texas-teen-sentenced-for-school-shooting-that-wounded-girl/ https://dfw.cbslocal.com/2019/06/24/italy-high-school-shooting-victim-to-chad-padilla-i-see-you-everywhere-i-see-you-killing-me/ https://www.wfaa.com/article/news/crime/italy-school-shooting-town-talks-of-trouble-in-suspects-past/287-510451160,11.0,National,4.0,Winter,Italy,TX,High,Cafeteria,Inside School Building,Yes,Before School,07:53:00,1.0,Shot ex-girlfriend after break-up,"Shooter wore a black trench coat and fired multiple shots at the victim in the cafeteria. Shooter was confronted by a school employee and fled. Had violent past episodes in school and other students described the shooter as violent. Victims parents notified the school that the shooter had attempted to attack the victim with scissors. Shooter had previously written a hit list that was found by school officials. Break-up likely contributed to the shooting.  In court, the victim said she had hugged the shooter, asked him to sit and told him he appeared angry. She said that’s when he drew back, told her, “Sorry it had to end this way,” and shot her repeatedly. Students said they had reported problems with the shooter to school officials before the shooting.",Domestic w/ Targeted Victim,,Yes,Victims Targeted,No,,No,No,No,No,Yes,No,Yes,Single Room,Yes,No,,,,Yes,32.181129,-96.878968,,76651
20180122LANEN,1,22,2018,2018-01-22,NET Charter High School,0,0,0,0,http://www.nola.com/crime/index.ssf/2018/02/how_many_school_shootings_2018.html,5.0,Local,2.0,Winter,New Orleans,LA,High,Front of School,Outside on School Property,Yes,Afternoon Classes,13:30:00,1.0,Drive-by shooting in front of school,"Drive-by shooting. Occupant of a pickup truck fired at a group of students outside the school. None were injured from the shooting, one student had superficial abrasions. Police reported it was likely gang related. One student tested positive for gunpowder residue but his involvement was not confirmed; another student had ammo and was arrested.",Drive-by Shooting,,Yes,Victims Targeted,,,No,No,No,No,No,Yes,No,,No,No,Unknown,,,Yes,29.93996,-90.079691,,70113
20180116VTMOM,1,16,2018,2018-01-16,Montpelier High School,0,0,0,1,https://www.burlingtonfreepress.com/videos/news/2018/04/18/new-video-montpelier-fatal-police-shooting/530435002/ https://vtdigger.org/2018/01/16/armed-robbery-vermont-state-employees-credit-union-ends-standoff-montpelier-high-school/,,,4.0,Winter,Montpelier,VT,High,Outside on School Property,Outside on School Property,Yes,Morning Classes,09:30:00,4.0,Armed bank robber shot by officers outside of school,"Suspect robbed bank and ran onto school property. Police caught up to him and ordered him to drop weapon. When he refused and raised the gun toward the officers, they shot him.",Illegal Activity,,No,Victims Targeted,No,,No,No,Yes,,,,No,,,,Unknown,Outside/Off-Property,21-23,,44.260503,-72.58723,,5602
20180109AZCOS,1,9,2018,2018-01-09,Coronado Elementary School,0,0,0,1,http://www.tucsonnewsnow.com/story/37226015/school-shooting-cochise-county-coronado-elementary-lockdown-suicide-sierra-vista,3.0,Local,2.0,Winter,Sierra Vista,AZ,Elementary,Inside School Building,Inside School Building,Yes,Morning Classes,09:20:00,1.0,Suicide inside of school,Shooter fired single self-inflicted gunshot wound inside the school. School was locked down. No other students were injured. Gun belonged to a family member,Suicide/Attempted,,Yes,Victims Targeted,No,,No,No,No,,No,No,No,,No,,Unknown,,1,Yes,31.475482,-110.195974,,85650
20180105IAFOF,1,5,2018,2018-01-05,Forest City School Bus,0,0,0,0,https://globegazette.com/news/local/crime-and-courts/forest-city-man-charged-with-shooting-out-school-bus-window/article_50912f6a-5e04-5025-a60b-d49a7ca3be86.html https://www.kimt.com/content/news/Probation-for-shooting-at-a-school-bus-504625251.html,,,4.0,Winter,Forest City,IA,,School Bus,School Bus,Yes,Before School,,1.0,Shot occupied school bus with high-powered air rifle breaking window,33YOM fired high powered air-rifle at occupied school bus breaking a window. No injuries.,Intentional Property Damage,,No,Neither,No,,No,No,No,No,No,No,No,,No,,Unknown,,1,,43.259465,-93.63741,,50436
20180104WANES,1,4,2018,2018-01-04,New Start High School,0,0,0,0,"https://q13fox.com/2018/01/04/bullet-fired-into-window-at-highlines-new-start-high-school-but-no-injuries/
https://www.fox13seattle.com/news/bullet-fired-into-window-at-highlines-new-start-high-school-but-no-injuries",,Local,3.0,Winter,Seattle,WA,High,Front of School,Outside on School Property,Yes,Afternoon Classes,13:30:00,1.0,Damage to school property,Shots fired outside high school during the school day. One round struck the school's admin office.,Intentional Property Damage,,Yes,,,,No,No,No,,,,No,,No,,Unknown,,2,,47.496102,-122.342741,,98146
20171231WAPIM,12,31,2017,2017-12-31,Pinewood Elementary School,0,0,0,0,https://www.heraldnet.com/news/police-say-they-shot-up-the-school-then-bragged-about-it/,,,2.0,Winter,Marysville,WA,Elementary,Beside Building,Outside on School Property,No,Not a School Day,23:55:00,,Two teens fired shots at school breaking windows,19YOM and 18YOM fired 60 shots at elementary school building on New Years Eve causing extensive property damage. Bragged to others about shooting and were arrested.,Intentional Property Damage,,No,Neither,Yes,Two shooters,No,No,No,No,No,No,No,,No,,Unknown,,60,,48.07347,-122.160669,,98270
20171231LAEDA,12,31,2017,2017-12-31,Edna Karr High School,2,0,2,0,https://www.nola.com/crime/index.ssf/2017/01/algiers_double_shooting.html,,,2.0,Winter,Algiers,LA,High,Parking Lot,Outside on School Property,No,Sport Event,20:00:00,1.0,Drive-by in parking lot outside of school during basketball game,"2 non-students were denied entry to a high school basketball game. While sitting in their car in the parking lot, a car pulled up next to them and fired multiple times killing both of them.",Drive-by Shooting,,Yes,Victims Targeted,Yes,Multiple in car,No,No,No,No,No,No,No,,No,,Unknown,,<30,,29.920332,-90.003962,,70131
20171227CALIL,12,27,2017,2017-12-27,Lincoln Elementary School,0,1,1,0,https://www.dailynews.com/2017/12/28/man-arguing-with-girlfriend-in-lancaster-school-parking-lot-is-shot-by-another-man/,,,2.0,Winter,Lancaster,CA,Elementary,Parking Lot,Outside on School Property,No,Evening,22:40:00,1.0,Attempted to stop domestic then fled scene,A victim and his girlfriend were involved in an argument. They pulled into school parking lot to continue argument when unknown male approached and intervened. Unknown male (shooter) shot male twice then fled. Victim was taken to hospital and treated.,Domestic w/ Targeted Victim,,No,Victims Targeted,,,No,No,No,No,No,No,No,,No,,Unknown,,2,,34.682962,-118.10435,,93535
20171219MIBEB,12,19,2017,2017-12-19,Beecher High School,0,1,1,0,http://www.wnem.com/story/37105109/breaking-police-investigate-shooting-at-beecher-high-school,,,2.0,Winter,Beecher,MI,High,Parking Lot,Outside on School Property,No,Sport Event,,1.0,Student shot in parking lot after basketball game,Student shot in parking lot during a fight after basketball game with rival school. Unknown who fired the shot. Students involved in fight fled.,Escalation of Dispute,,Yes,Victims Targeted,Yes,Multiple involved in fight,No,No,No,No,No,No,No,,No,,Unknown,,,,43.0900266,-83.6944022,,48505
20171214TXELD,12,14,2017,2017-12-14,Elisha M. Pease Elementary School,0,0,0,0,https://www.nbcdfw.com/news/local/Dallas-ISD-Gun-Accidentally-Goes-Off-in-3rd-Grade-Classroom-464473823.html,,,2.0,Winter,Dallas,TX,Elementary,Classroom,Inside School Building,Yes,Dismissal,,1.0,Gun in backpack of 3rd grader discharged,Gun in backpack of 3rd grader discharged in classroom. No injuries.,Accidental,,Yes,Neither,No,,No,No,No,No,No,No,No,,No,,Unknown,,1,,32.697795,-96.773474,,75216
20171212TXSAP,12,12,2017,2017-12-12,Sam Rayburn High School,0,2,2,0,https://abc13.com/2-wounded-when-gun-goes-off-in-car-at-sam-rayburn-hs/2774679/,,,2.0,Winter,Pasadena,TX,High,Parking Lot,Outside on School Property,No,School Event,18:00:00,1.0,Accidental discharge in car striking both occupants,Two relatives (21YOM and 20YOM) were dropping off supplies for choir concert at the school when gun in car discharged striking both of them.,Accidental,,No,Random Shooting,Yes,Two men in car when discharged,No,No,No,No,No,No,No,,No,,Unknown,,1,,29.677629,-95.180571,,77502
20171211NCHIH,12,11,2017,2017-12-11,High Point Central High School,0,0,0,0,http://www.hpenews.com/free/shot-fired-at-central-high-school-no-one-injured/article_574ce5ba-dea8-11e7-b849-5ffd746bf19a.html,5.0,Regional,2.0,Winter,High Point,NC,High,Cafeteria,Inside School Building,Yes,Afternoon Classes,14:08:00,1.0,Gang-related shooting near cafeteria,"A shot was fired near the cafeteria. No one was hurt, school went on lockdown. The suspect fled but was arrested. A second juvenile, current but suspended student, was also arrested in relation to the shooting. Gang-related.",Escalation of Dispute,,Yes,Victims Targeted,,,No,No,No,No,No,Yes,No,,No,Yes,Unknown,,1,Yes,35.95795,-80.0231,,27262
20171209ILCHC,12,9,2017,2017-12-09,Champaign Central High School,0,3,3,0,https://www.news-gazette.com/news/update-potential-fight-might-have-sparked-gunfire/article_644ff6c6-f9f5-5327-b078-630facba2e9b.html,,,4.0,Winter,Champaign,IL,High,Parking Lot,Outside on School Property,No,Sport Event,21:20:00,1.0,Shots fired during fight after basketball game,"15YOF, 17YOF, and 18YOF were shot during fight outside of high school basketball game. Unknown shooter fled the scene.",Escalation of Dispute,,Yes,Both,,,No,No,No,No,No,No,No,,No,,,,,,40.116831,-88.253534,,61820
20171207NMAZA,12,7,2017,2017-12-07,Aztec High School,2,0,2,1,https://lasvegassun.com/news/2021/apr/23/2017-campus-shooting-las-vegas-school-safety-event/ https://www.cnn.com/2017/12/08/us/aztec-high-school-shooting-william-atchison/index.html https://www.fbi.gov/file-repository/active-shooter-incidents-2000-2017.pdf,100.0,National,5.0,Winter,Aztec,NM,High,Classroom,Inside School Building,Yes,Morning Classes,08:04:00,6.0,Planned mass shooting attack by former student,"21-year-old former student pretended to be a student to gain entry into the building. School employees saw him with a handgun and called for a lockdown. Shooter fatally shot two students, then fired shots through the wall of the school office before fatally shooting himself. Shooter was investigated by the FBI and made extensive online posts and searches about school shootings. Shooter had attempted to buy a semi-automatic rifle. Shooter had created an video game map of the school that he used to practice prior to the attack and discussed the shooting online with other mass shooters.",Indiscriminate Shooting,,Yes,Random Shooting,No,,No,No,No,Yes,No,No,Yes,Multiple Rooms,Yes,No,Unknown,,82,Yes,36.820644,-107.990379,,87410
20171130VASAV,11,30,2017,2017-11-30,Salem High School,0,0,0,1,https://wtkr.com/2017/12/01/police-salem-hs-student-died-from-self-inflicted-gunshot-wound/ .  https://wtkr.com/2017/12/01/school-mourns-after-teen-shot-himself-in-school-bathroom/ https://www.wavy.com/news/salem-high-school-on-lockdown-due-to-student-with-medical-emergency/1078260255,,,3.0,Fall,Virginia Beach,VA,High,Inside School Building,Inside School Building,Yes,School Start,08:10:00,1.0,Student commit suicide in school,Student commit suicide inside school. Details unknown.,Suicide/Attempted,,Yes,Victims Targeted,No,,No,No,No,No,No,No,No,,No,,Unknown,,1,,36.782203,-76.144101,,23464
20171129OHBAL,11,29,2017,2017-11-29,Bath High School,0,0,0,0,https://www.limaohio.com/news/273390/lima-man-arrested-after-gun-goes-off-accidentally-at-bath-high-school,,,2.0,Fall,Lima,OH,High,Gym,Inside School Building,No,Evening,19:00:00,1.0,Gun discharged in man's pocket while at basketball referees' meeting,Gun discharged in 49YOM pocket while attending basketball referees meeting. No injuries. Arrested and charged with possession of firearm at school.,Accidental,,No,Neither,No,,No,No,No,No,No,No,No,,No,,Unknown,,1,,40.77288,-84.052087,,45801
20171128CABOS,11,28,2017,2017-11-28,Booksin Elementary School,0,0,0,0,http://www.ktvu.com/news/suspect-arrested-after-bullets-fired-at-booksin-elementary-in-san-jose  https://www.nbcbayarea.com/news/local/Arrest-Shooting-Booksin-Elementary-School-San-Jose-Police-460768833.html,,,3.0,Fall,San Jose,CA,Elementary,Beside Building,Outside on School Property,No,Night,04:00:00,1.0,Shot school security cameras,Shooter shot two school security cameras. Later arrested at his home. Unknown motive.,Intentional Property Damage,,Yes,,,,No,No,No,,,No,No,,No,,Unknown,,,,37.288218,-121.905659,,95125
20171123COMAD,11,23,2017,2017-11-23,Manual High School,0,3,3,0,https://www.denverpost.com/2017/11/23/shooting-near-manual-high-school-denver/,,,2.0,Fall,Denver,CO,High,Parking Lot,Outside on School Property,No,Not a School Day,12:06:00,1.0,Three gunman fired multiple shots at 3 victims inside of car in school parking lot,"Three unknown gunman fired multiple shots at 3 victims (woman and two boys) inside of a car parked in the school parking lot. Unknown suspects. Police said shooting was gang related.
 *Thanksgiving day and school was not in session",Escalation of Dispute,,No,,Yes,Three gunmen,No,No,No,No,No,Yes,No,,No,,Unknown,,>10,,39.756307,-104.967099,,80205
20171117TNNOJ,11,17,2017,2017-11-17,North Side High School,0,0,0,0,https://www.wbbjtv.com/2017/11/18/shots-fired-north-side-high-school-school-placed-brief-lockdown/,,,2.0,Fall,Jackson,TN,High,Parking Lot,Outside on School Property,No,Evening,21:30:00,1.0,"Shots fired in parking lot of school, school locked down, no injuries or suspect",Multiple shots were fired in the parking lot of the school by an unknown gunman. No injuries or suspects.,Escalation of Dispute,,No,,Unknown,,No,No,No,No,No,,No,,No,,Unknown,,<10,,35.692266,-88.828252,,38305
20171114FLLAM,11,14,2017,2017-11-14,Lake Minneola High School,0,0,0,1,https://www.wftv.com/news/local/deputies-student-shoots-himself-at-lake-minneola-high-school-no-active-shooter/647283326  http://www.orlandosentinel.com/news/breaking-news/os-lake-minneola-student-shoots-self-20171114-story.html  http://www.orlandosentinel.com/news/lake/os-lake-minneola-suicide-seth-sutherland-note-20171116-story.html,,,3.0,Fall,Minneola,FL,High,Parking Lot,Outside on School Property,Yes,Morning Classes,,1.0,Suicide outside of school building,"17 year old student shot/killed himself outside on school property near the bus loop during planned school fire drill. Student left note that he was depressed. Also left message on SnapChat ""Rest in peace [expletive] all of you who contributed to this."" Was know to suffer from depression for past 4 years - came to a breaking point. left a two-page suicide note at home before going to school.",Suicide/Attempted,,Yes,Victims Targeted,No,,No,No,No,No,No,No,No,,No,,Unknown,,1,,28.580784,-81.720549,,34715
20171114CARAR,11,14,2017,2017-11-14,Rancho Tehama Elementary School,0,18,18,1,https://www.cbsnews.com/news/california-shooting-gunman-kevin-janson-neal-threatened-victim-son-neighbor/ https://www.fbi.gov/file-repository/active-shooter-incidents-2000-2017.pdf.  https://www.usatoday.com/story/news/nation-now/2017/11/14/rancho-tehama-california-mass-killing/863246001/,100.0,National,5.0,Fall,Rancho Tehama Reserve,CA,Elementary,Beside Building,Outside on School Property,Yes,Morning Classes,07:50:00,,Man on methamphetamine was denied entry to school and fired shots at the building wounding 5 students,"Owned several firearms, showed declining mental health prior to shooting spree across 8 different crime scenes. Went on random shooting spree after killing neighbors who he was in a dispute with over methamphetamine. Went to school because he knew neighbor's grandson went there - wasn't able to gain access to school due to it being on lockdown. Crashed vehicle through school fence and fired rounds at the buildings. Shooter eventually killed himself. FBI Study: On November 14, 2017, at 7:53 a.m., Kevin Janson Neal, 44, armed with a rifle and two handguns, began shooting at his neighbors, the first in a series of shootings occurring in Rancho Tehama Reserve, Tehama County, California. After killing three neighbors, he stole a car and began firing randomly at vehicles and pedestrians as he drove around the community. After deliberately bumping into another car, the shooter fired into the car and wounded the driver and three passengers. The shooter then drove into the gate of a nearby elementary school. He was prevented from entering the school due to a lockdown, so he fired at the windows and doors of the building, wounding five children. Upon fleeing the school, the shooter continued to shoot at people as he drove around Rancho Tehama Reserve. Law enforcement pursued the shooter; they rammed his vehicle, forced him off the road, and exchanged gunfire. The shooter’s wife’s body was later discovered at the shooter’s home; the shooter apparently had shot and killed her the previous day. In total, five people were killed; 14 were wounded, eight from gunshot injuries (including one student) and six from shrapnel injuries (including four students). He shooter committed suicide after being shot and wounded by law enforcement during the pursuit.",Indiscriminate Shooting,,Yes,Random Shooting,No,,No,No,No,No,No,No,Yes,Outside,No,No,,,100,Yes,40.018593,-122.39306,,96021
20171110GALAM,11,10,2017,2017-11-10,Lakeview Academy,0,0,0,0,http://www.unionrecorder.com/news/update-gun-discharges-in-third-grader-s-book-bag/article_12323ddc-c65b-11e7-a275-f77a9d106f20.html,,,2.0,Fall,Milledgeville,GA,Elementary,Classroom,Inside School Building,Yes,Morning Classes,08:30:00,1.0,Gun in backpack discharged when student got book out,Gun in backpack of 8YOM student discharged striking wall when he got a book out. Gun was stolen in a residential burglary. Both parents and student denied any knowledge that the gun was in the backpack. No injuries.,Accidental,,Yes,Neither,No,,No,No,No,No,No,No,No,,No,,Unknown,,1,,33.09032,-83.264325,,31061
20171109GABEC,11,9,2017,2017-11-09,Benjamin Banneker High School,0,2,2,0,http://www.fox5atlanta.com/news/two-students-accidentally-shot-at-banneker-high-school-according-to-principal#/,11.0,National,2.0,Fall,College Park,GA,High,Classroom,Inside School Building,Yes,Afternoon Classes,15:25:00,1.0,Accidental discharge while showing off gun in classroom,A small caliber hand gun accidentally discharged in a 10th grade classroom. The gun was found in a box in a student's bag. One female student was shot in the ankle and the same bullet grazed another student. One student is to be charged with one count of possession of a weapon and one count of a weapon on campus. Two others are to be charged with reckless conduct because of their contact with the weapon.,Accidental,,Yes,Neither,No,,No,No,No,No,No,No,No,,No,No,,,1,No,33.590608,-84.519562,,30349
20171103MIPAL,11,3,2017,2017-11-03,Pattengill Academy,0,1,1,0,https://rumble.com/v3x6k9-documents-reveal-what-police-think-happened-outside-pattengill-academy.html,5.0,Regional,2.0,Fall,Lansing,MI,Middle,Parking Lot,Outside on School Property,Yes,Dismissal,16:30:00,1.0,Accidental discharge handling gun in school parking lot,"The victim was sitting in a parked black SUV in front of the school, along with the shooter who was the driver, waiting for another student.The shooter reached to pick up the gun, which he had allegedly bought the day before, from under his seat in order to put it away to safety but accidentally shot the girl in the face, non-lethally. He drove her to the hospital and his car was found there. Police released an alert about him and the shooter turned himself in on the following Sunday.",Accidental,,Yes,Neither,,,No,No,No,No,No,,No,,No,No,Unknown,,1,Yes,42.742209,-84.521746,,48912
